ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
903,0.5199,NA,NA,NA,NA,4227000,1.624,1228,0.7363,NA,NA,406.2,0.5377
1044,0.5229,NA,NA,NA,NA,33650000,1.772,1472,0.5994,NA,NA,342.2,0.5756
1069,0.508,NA,NA,NA,NA,1.39E+09,1.816,831.5,1.081,NA,NA,322.8,0.7006
837.6,0.5279,NA,NA,NA,NA,26770,1.577,482.4,1.869,NA,NA,522.8,0.5467
658.3,0.5166,NA,NA,NA,NA,2852000,1.771,484.6,1.913,NA,NA,570.3,0.5615
843.5,0.5993,NA,NA,NA,NA,208400,1.009,417.7,1.629,NA,NA,417.4,0.5681
1069,0.5124,NA,NA,NA,NA,856500000,0.9999,623.5,1.636,NA,NA,535.3,0.5052
944.8,0.5323,NA,NA,NA,NA,1.78E+09,1.607,1620,0.9789,NA,NA,502.1,0.513
1124,0.5072,NA,NA,NA,NA,25930,1.505,783.9,0.938,NA,NA,273.5,0.623
1156,0.5012,NA,NA,NA,NA,31880,1.61,1257,0.8476,NA,NA,400.3,0.6465
992.2,0.5147,NA,NA,NA,NA,2.02E+09,1.317,1625,0.9902,NA,NA,492.1,0.658
869.1,0.5521,NA,NA,NA,NA,5.70E+07,1.681,4235,0.6164,NA,NA,567.6,0.5115
1521,0.5064,NA,NA,NA,NA,3.50E+09,1.356,9450,0.5932,NA,NA,469.7,0.5049
1843,0.5287,NA,NA,NA,NA,112900000,0.9,11700,0.5373,NA,NA,502,0.5141
938.5,0.5132,NA,NA,NA,NA,7.28E+09,1.537,2566,0.589,NA,NA,431,0.5389
775,0.5034,NA,NA,NA,NA,2299000,1.539,1904,0.556,NA,NA,498,0.544
775.8,0.5428,NA,NA,NA,NA,141500,1.064,808.7,1.234,NA,NA,348.4,0.6006
562.5,0.5048,NA,NA,NA,NA,1.22E+09,1.014,455.6,1.431,NA,NA,430.9,0.507
649.4,0.5267,NA,NA,NA,NA,1.01E+09,1.988,2753,0.7275,NA,NA,363.7,0.5672
634.6,0.5922,NA,NA,NA,NA,126400000,1.481,3512,0.5594,NA,NA,348.9,0.5693
340.2,0.6597,NA,NA,NA,NA,28500,1.022,974.9,1.078,NA,NA,275.1,0.6695
827.6,0.5541,NA,NA,NA,NA,226500,1.17,3431,0.5659,NA,NA,330.8,0.6272
929.1,0.5135,NA,NA,NA,NA,2094,1.142,2899,0.6353,NA,NA,462.5,0.5354
949.3,0.5306,NA,NA,NA,NA,2932000,0.9283,2514,0.5995,NA,NA,546.5,0.5088
463.4,0.6211,NA,NA,NA,NA,1215000,0.6629,2736,0.6407,NA,NA,524.1,0.5203
597.7,0.5667,NA,NA,NA,NA,13330000,1.187,394.4,1.651,NA,NA,387.5,0.5722
893.1,0.5148,NA,NA,NA,NA,1554000,0.7397,842.6,1.658,NA,NA,477.2,0.5618
661.6,0.6191,NA,NA,NA,NA,4.59E+09,0.5659,663.8,1.401,NA,NA,363.3,0.576
394.2,0.819,NA,NA,NA,NA,496500000,1.661,1302,0.7624,NA,NA,441.8,0.5012
905.9,0.5749,NA,NA,NA,NA,760100000,0.7175,1398,0.8749,NA,NA,477.9,0.5338
816.3,0.5705,NA,NA,NA,NA,580400000,0.959,24870,0.975,NA,NA,398,0.5357
937,0.6189,NA,NA,NA,NA,1.43E+09,1.429,6539,0.5441,NA,NA,353.9,0.5719
681.8,0.5525,NA,NA,NA,NA,742100,1.831,2564,0.6463,NA,NA,267.4,0.8068
783.4,0.5578,NA,NA,NA,NA,25890,1.55,739.1,1.709,NA,NA,279.4,0.7755
833.1,0.5085,NA,NA,NA,NA,7.54E+08,1.218,743.9,1.615,NA,NA,348.8,0.5734
