Kmax,Ku,n,halfmax,Vhalf,slope
0.2024,0.7469,1.954,56630,-1,3.574e-06
0.2446,0.9996,2,83110,-45.01,2.943e-06
0.2195,0.7824,2,48830,-41.06,4.495e-06
0.2359,0.9759,2,20090,-79.45,1.174e-05
0.2342,0.5978,2,31980,-71.14,7.323e-06
0.1934,0.7375,2,29950,-1.005,6.457e-06
0.2826,0.8076,1.559,10890,-135.4,2.595e-05
0.2549,0.9986,2,75890,-31.81,3.359e-06
0.2409,0.9171,1.333,1673,-35.59,0.000144
0.232,0.9837,2,77840,-16.3,2.98e-06
0.2752,0.9934,2,32570,-66.15,8.449e-06
0.2362,0.7814,1.489,3533,-28.33,6.686e-05
0.2085,0.967,2,44500,-35,4.685e-06
0.2339,0.9788,2,51300,-37.24,4.559e-06
0.3016,0.9347,0.7233,49.9,-156.2,0.006044
0.3391,0.7332,2,207500,-1,1.634e-06
0.2562,0.9982,2,81110,-31.39,3.159e-06
0.4979,0.8321,0.5001,42.32,-163.8,0.01177
0.2214,0.7803,1.781,13960,-38.96,1.586e-05
0.2366,1,2,44360,-39.52,5.334e-06
0.2375,1,2,36690,-29.26,6.473e-06
0.2548,0.9988,2,47410,-38.07,5.374e-06
0.2416,0.9995,1.689,13400,-32.47,1.803e-05
0.2312,0.9456,2,30340,-36.05,7.62e-06
0.2614,0.9998,2,48880,-46.89,5.348e-06
0.2035,0.7658,2,50360,-7.517,4.041e-06
0.3046,0.9998,2,33550,-78.66,9.079e-06
0.2529,0.9998,2,40540,-33.62,6.238e-06
0.2334,0.9892,2,50080,-35.92,4.661e-06
0.2075,0.9496,1.899,35860,-1,5.786e-06
0.2093,0.969,2,33650,-11,6.22e-06
0.2007,0.734,2,29460,-33.89,6.813e-06
0.2769,0.8627,1.195,1459,-81.96,0.0001898
0.2409,0.9984,1.851,22250,-42.2,1.083e-05
0.2838,0.997,2,50910,-44.69,5.575e-06
0.2508,0.9903,1.67,13390,-32.13,1.873e-05
0.2782,0.9983,2,38050,-44.4,7.311e-06
0.2615,0.9969,2,35810,-44.58,7.302e-06
0.2586,0.6788,2,53780,-37.18,4.808e-06
0.2277,0.9999,2,34720,-28.86,6.558e-06
0.2484,1,2,76120,-51.59,3.263e-06
0.2148,0.9578,2,47520,-40.45,4.52e-06
0.2718,0.9024,1.135,965.4,-43.14,0.0002815
0.2478,1,2,69960,-33.58,3.542e-06
0.2544,0.9996,2,82150,-42.94,3.097e-06
0.2392,0.9353,2,43250,-187.5,5.531e-06
43320000,1.082e-09,0.8499,8143000,-2.143,5.32
0.2118,0.7578,1.324,1377,-39.01,0.0001538
0.2663,0.9979,2,57530,-55.58,4.629e-06
0.2333,0.4952,2,27090,-172.9,8.612e-06
0.2749,0.9952,1.763,7858,-66.22,3.498e-05
0.2248,0.9582,2,41790,-31.82,5.379e-06
0.2409,0.9775,2,55810,-42.26,4.316e-06
0.3426,0.8327,0.6967,77.56,-148.9,0.004417
0.2599,0.9999,1.623,4967,-36.25,5.233e-05
0.2754,0.8232,1.434,3474,-138.8,7.927e-05
0.1919,0.7874,2,19570,-69.84,9.806e-06
0.2517,0.8496,2,24630,-153.1,1.022e-05
0.3577,0.855,1.044,913.3,-180.9,0.0003917
0.2018,0.7287,1.824,21480,-1.001,9.395e-06
0.2422,0.9998,2,45930,-38.12,5.273e-06
0.241,0.952,1.852,22320,-40.49,1.08e-05
0.2499,0.781,1.388,2501,-41.74,9.992e-05
0.2143,0.9342,1.862,31890,-1.009,6.72e-06
0.2065,0.9478,2,47120,-1.172,4.382e-06
0.2355,0.9636,2,27040,-76.47,8.709e-06
0.2037,0.957,2,71500,-1.002,2.849e-06
0.2723,0.7597,2,29410,-92.27,9.259e-06
1.48,0.7343,0.5076,255.4,-77.9,0.005795
0.2222,0.9999,2,28940,-36.42,7.678e-06
0.1781,0.8161,2,24170,-41.14,7.369e-06
0.2541,0.9999,2,82110,-37.82,3.095e-06
0.2577,1,2,112700,-36.25,2.287e-06
0.1928,0.7341,2,72090,-1.028,2.674e-06
1843000,1.106e-09,0.6438,68840,-1.15,26.77
0.2486,0.9931,1.244,715.3,-33.35,0.0003475
0.3016,0.9952,1.239,1256,-79.24,0.0002401
0.2404,0.9973,1.995,20920,-78.93,1.149e-05
0.2721,0.9995,2,77710,-49.78,3.501e-06
0.2147,0.9793,2,32560,-35.38,6.594e-06
0.2604,0.9524,2,59710,-35.97,4.361e-06
0.2151,0.9856,2,31490,-48.81,6.831e-06
0.3581,0.7205,1.316,3325,-1,0.0001077
0.2537,0.6926,2,55230,-39.5,4.594e-06
0.1975,0.7399,2,45520,-1.834,4.339e-06
0.2118,0.9783,1.652,6313,-37.08,3.355e-05
0.2299,0.7875,1.553,3538,-39.56,6.498e-05
0.2808,0.9873,1.201,1214,-77.02,0.0002313
0.2365,0.9999,2,41830,-47.13,5.654e-06
0.2651,1,1.999,47180,-35.63,5.619e-06
0.2795,0.9993,2,62540,-56.25,4.469e-06
0.2378,0.9996,2,80500,-37.57,2.954e-06
0.2641,0.999,2,54680,-51.24,4.83e-06
0.239,0.9423,2,27020,-75.81,8.845e-06
0.2876,0.9895,2,60000,-69.97,4.793e-06
0.2132,0.9707,1.996,21340,-28.51,9.991e-06
0.2762,0.9998,2,44750,-51.38,6.172e-06
0.2693,0.9999,2,58720,-37.81,4.586e-06
0.2531,1,2,48860,-59.8,5.18e-06
1.169,0.9076,0.5004,176.8,-81.88,0.006612
0.2316,0.9423,2,30240,-43.08,7.659e-06
0.2298,0.9999,1.97,57810,-42.1,3.975e-06
0.2581,0.9802,2,51290,-45.13,5.032e-06
0.2422,0.9324,2,18720,-112.6,1.294e-05
0.289,0.9999,2,83900,-37.65,3.445e-06
0.2989,0.9928,2,112700,-38.35,2.652e-06
0.2147,0.9586,2,47720,-34.86,4.499e-06
0.2571,0.9641,2,49650,-75.61,5.178e-06
0.2649,0.9994,2,110900,-51.21,2.389e-06
0.2642,0.9996,2,33500,-70.06,7.887e-06
0.2611,0.8169,1.885,39970,-156.2,6.532e-06
0.3067,0.9259,0.8709,318.5,-25.65,0.000963
0.2319,0.9554,1.965,37310,-36.07,6.215e-06
0.268,1,2,41860,-37.53,6.402e-06
71170000,1.089e-09,0.8006,9033000,-4.281,7.879
0.245,0.9753,2,47650,-30.14,5.142e-06
0.2888,0.9988,1.605,8292,-73.32,3.483e-05
0.8172,0.8966,0.5,105.2,-82.4,0.007768
83570000,1.014e-09,0.7903,9115000,-3.037,9.168
0.2369,0.9519,2,25990,-74.8,9.115e-06
0.2404,0.9979,2,39490,-38.52,6.088e-06
0.2374,0.9997,2,26460,-77.77,8.972e-06
0.1956,0.7364,1.569,3793,-1.873,5.157e-05
0.2767,0.7704,2,34570,-137.3,8.004e-06
0.2391,0.972,1.476,2614,-31.97,9.147e-05
0.2655,0.9997,2,119800,-40.28,2.216e-06
0.2463,1,2,68210,-51.54,3.611e-06
0.2192,0.9913,1.377,2299,-37.03,9.535e-05
0.2306,0.8731,2,29440,-36.63,7.833e-06
0.2653,0.9508,1.382,1577,-33.74,0.0001682
0.2554,0.7777,1.119,519.9,-39.58,0.0004912
0.2401,0.9999,1.919,13990,-78.16,1.716e-05
0.2796,0.8113,1.571,5323,-159.2,5.253e-05
0.2139,0.7277,1.342,1900,-1.96,0.0001126
0.232,0.9526,2,45910,-37.17,5.053e-06
0.2533,0.9015,1.531,3852,-56.14,6.576e-05
0.2372,0.9279,2,32040,-40.34,7.403e-06
0.2718,0.7699,1.065,832,-45.81,0.0003267
0.2375,0.9089,2,78550,-5.827,3.024e-06
0.2522,0.9121,1.433,5763,-38.99,4.376e-05
0.202,0.9831,2,30380,-47.83,6.649e-06
0.1961,0.7405,2,17990,-48.57,1.09e-05
0.2366,0.7803,1.251,879.1,-45.28,0.0002691
0.2448,0.8969,2,86030,-39.29,2.846e-06
0.2321,0.9802,2,50100,-24.58,4.633e-06
0.2595,0.9923,0.8841,135,-32.21,0.001922
0.2692,0.9004,1.514,7570,-55.04,3.556e-05
0.2705,0.9992,2,52640,-68.95,5.139e-06
0.2702,0.9991,2,75590,-37.69,3.575e-06
0.2319,0.9554,1.965,37310,-36.07,6.215e-06
1.18,0.897,0.5,168.4,-163.6,0.007007
0.231,0.7679,1.396,2746,-35.84,8.412e-05
0.2485,0.9999,2,48930,-37.09,5.079e-06
0.2069,0.4327,1.553,6436,-6.542,3.215e-05
0.2564,0.7846,0.9566,290.4,-39.33,0.0008829
0.2574,0.7418,2,37400,-43.97,6.882e-06
0.2108,0.9424,2,48610,-1.022,4.337e-06
0.2319,0.9554,1.965,37310,-36.07,6.215e-06
0.3715,0.8473,0.8054,178.9,-170.3,0.002077
0.2654,0.9927,0.896,218.8,-35.87,0.001213
0.2516,0.6982,2,49460,-38.29,5.087e-06
2.9e+07,1.006e-09,0.8507,4945000,-1.311,5.865
0.2607,0.6574,2,53590,-54.64,4.865e-06
0.2339,0.9788,2,51300,-37.24,4.559e-06
0.1767,0.8686,1.999,38450,-1.002,4.596e-06
0.2511,0.4217,1.528,3797,-44.26,6.613e-05
0.2344,0.9054,1.933,21300,-7.326,1.1e-05
4555000,1.114e-09,0.6511,181900,-1.529,25.04
0.2319,0.9323,1.835,27030,-6.023,8.579e-06
0.2782,0.8039,1.939,21370,-74.93,1.302e-05
0.2507,0.9988,2,34730,-55.59,7.219e-06
0.2594,1,2,79010,-42.65,3.283e-06
0.2198,0.9644,1.658,7542,-36.51,2.914e-05
0.2316,0.9423,2,30240,-43.08,7.659e-06
81040000,1.015e-09,0.812,10480000,-3.59,7.733
0.2145,0.7886,1.899,12790,-39.06,1.677e-05
52890000,1.174e-09,0.7303,4134000,-2.436,12.79
0.1976,0.7463,1.745,10180,-7.163,1.941e-05
0.2759,0.9991,2,34120,-39.92,8.086e-06
0.2394,0.6237,1.912,17090,-58.75,1.401e-05
0.2085,0.967,2,44500,-35,4.685e-06
0.2236,0.9673,2,22990,-47.62,9.726e-06
0.2207,0.9599,1.999,49440,-39.11,4.464e-06
0.1983,0.7325,1.345,972.8,-3.848,0.0002038
0.2635,0.9999,1.765,7897,-44.17,3.337e-05
0.2552,0.9999,2,52030,-42.43,4.905e-06
0.2933,0.9972,2,76110,-42.32,3.854e-06
0.2393,0.7951,1.948,37620,-43.59,6.361e-06
0.2515,0.9002,2,33260,-49.12,7.562e-06
0.2533,0.9999,2,49520,-59.81,5.115e-06
0.2551,0.9948,2,45470,-68.01,5.61e-06
0.2682,1,2,53030,-46.94,5.058e-06
0.241,0.9499,2,30400,-88.01,7.928e-06
0.2337,0.942,1.998,17690,-145.6,1.321e-05
0.2023,0.7341,1.634,6145,-1.009,3.292e-05
0.2235,0.7761,1.311,1037,-33.29,0.0002155
0.2755,0.9867,0.7716,85.61,-42.37,0.003218
0.2418,0.9999,2,44740,-38.16,5.405e-06
0.2298,0.9999,1.97,57810,-42.1,3.975e-06
0.2495,0.9998,2,77580,-32.46,3.216e-06
0.2692,0.8253,1.619,6290,-138.1,4.28e-05
0.2888,0.9999,2,79900,-37.64,3.615e-06
0.3358,0.735,1.038,395.4,-125.6,0.0008493
0.2348,0.9093,2,53480,-5.986,4.39e-06
0.2145,0.7889,1.902,12930,-38.42,1.659e-05
0.2794,0.9998,2,52510,-47.36,5.321e-06
0.2432,0.5991,2,51350,-72.44,4.736e-06
0.2296,0.9697,1.556,3589,-30.64,6.397e-05
0.1882,0.824,2,36200,-41.47,5.199e-06
0.2832,0.9928,1.975,44010,-66.17,6.435e-06
0.2248,0.9582,2,41790,-31.82,5.379e-06
0.2638,0.9998,1.679,12510,-42.66,2.109e-05
0.1728,0.8414,2,23990,-1.004,7.203e-06
0.2322,0.7226,1.961,36520,-35.36,6.358e-06
0.1963,0.9835,2,105500,-1.023,1.861e-06
0.2473,0.9287,2,30060,-71.16,8.227e-06
0.2136,0.9339,1.948,58470,-2.403,3.653e-06
0.2516,0.6982,2,49460,-38.29,5.087e-06
0.2227,0.9436,2,23100,-37.3,9.641e-06
0.2289,0.9457,1.937,17330,-43.08,1.321e-05
0.2841,0.8986,0.9883,316.1,-41.89,0.0008988
0.2575,0.9854,2,36420,-44.01,7.07e-06
0.2542,0.9998,2,36840,-40.85,6.9e-06
0.2315,0.8428,2,22470,-88.18,1.03e-05
0.2208,0.5274,2,31180,-71.26,7.081e-06
0.2024,0.7469,1.954,56630,-1,3.574e-06
0.2646,0.9902,1.233,2057,-40.16,0.0001286
0.5685,0.8441,0.5,51,-156.8,0.01115
0.2342,0.6618,2,52650,-34.77,4.448e-06
0.2856,0.9963,2,56710,-37.96,5.036e-06
36730000,1.001e-09,0.8157,4727000,-1.405,7.77
0.2841,0.6811,2,36440,-145,7.796e-06
0.247,0.9571,2,35980,-69.02,6.865e-06
0.2489,0.9999,2,50120,-37.15,4.966e-06
99440000,1.054e-09,0.7348,7290000,-1.766,13.64
0.2186,0.9288,2,28900,-43.55,7.564e-06
0.6208,0.7774,0.5001,95.63,-35.64,0.006492
0.2409,0.9984,1.851,22250,-42.2,1.083e-05
0.2266,0.7704,1.537,5924,-39.77,3.825e-05
0.2824,0.996,0.9009,248.4,-44.81,0.001137
0.2479,0.9446,2,28920,-38.42,8.572e-06
0.2788,0.9933,2,57240,-58.3,4.871e-06
0.2442,0.9996,1.938,35640,-45.01,6.852e-06
0.2017,0.9594,2,102300,-1.613,1.972e-06
0.2522,1,2,41410,-36.72,6.09e-06
0.1921,0.9965,1.466,3040,-1.09,6.319e-05
1.97,0.7572,0.5903,620.2,-149.2,0.003176
0.2404,0.9844,2,54450,-42.35,4.415e-06
82720000,1.031e-09,0.9336,27680000,-1.341,2.988
0.2589,0.8352,2,27200,-152.4,9.518e-06
0.2782,1,2,81040,-44.42,3.433e-06
0.7573,0.8089,0.5236,107,-89.33,0.007078
0.2341,0.9795,2,52430,-36.09,4.465e-06
0.2321,0.9439,2,31220,-43.06,7.434e-06
0.2664,0.7973,2,29330,-149.1,9.083e-06
0.2512,0.9729,2,49540,-31.93,5.071e-06
0.2375,0.7848,1.485,3466,-40.3,6.852e-05
0.2185,0.9879,1.808,8988,-44.77,2.431e-05
0.2395,0.9481,1.33,2066,-64.22,0.0001159
0.2296,0.9697,1.556,3589,-30.64,6.397e-05
0.2782,0.9935,2,38110,-66.21,7.3e-06
0.2177,0.7802,2,48950,-24.07,4.447e-06
0.2097,0.9978,2,25330,-21.67,8.279e-06
0.2198,0.9998,2,26930,-31.03,8.162e-06
0.2782,0.9935,2,38110,-66.21,7.3e-06
0.4952,0.7959,0.7453,241.6,-160.6,0.00205
6679,1.131e-09,0.9958,1614,-1.85,4.138
0.2038,0.7065,1.109,560.9,-1.023,0.0003633
0.2926,0.9934,1.772,7989,-76.74,3.663e-05
0.272,0.9974,2,82490,-37.64,3.297e-06
0.2721,0.9994,2,82870,-35.57,3.283e-06
0.2659,0.9998,1.999,46710,-46.91,5.693e-06
0.1885,0.73,2,41790,-1,4.511e-06
0.1946,0.7376,2,41830,-37.44,4.652e-06
0.2383,0.9655,1.541,3721,-37.61,6.404e-05
0.2324,0.7693,1.968,37800,-43.08,6.148e-06
0.2595,0.9922,1.752,12580,-32.33,2.063e-05
0.3149,0.7791,1.238,1560,-122.1,0.0002019
0.2405,0.9152,1.342,1740,-41.59,0.0001382
0.2492,0.9997,2,50070,-43.4,4.977e-06
0.2412,0.7179,1.999,25900,-33.62,9.313e-06
0.2442,0.9798,1.064,359.9,-35.18,0.0006785
0.2335,0.9797,2,36630,-29.66,6.375e-06
0.2572,0.9718,2,51620,-31.02,4.983e-06
0.2786,0.702,2,84440,-69.47,3.299e-06
0.2233,0.7802,1.678,8125,-42.92,2.748e-05
0.2555,0.9961,2,51530,-44.56,4.958e-06
0.2378,0.9999,1.857,34090,-26.4,6.976e-06
0.1886,0.8455,1.251,1057,-1.001,0.0001784
0.5903,0.9718,0.5372,103.4,-36.84,0.005709
0.1788,0.87,2,45040,-1.007,3.97e-06
0.2654,0.9956,1.805,9893,-78.25,2.683e-05
0.1839,0.8101,2,48030,-1.001,3.829e-06
0.2012,0.4351,2,21010,-66.64,9.576e-06
0.2409,0.9468,2,55630,-39.76,4.33e-06
0.2614,0.9969,2,87190,-43.8,2.998e-06
0.2594,0.8453,2,28180,-145.8,9.205e-06
0.2926,0.9997,2,113400,-43.91,2.58e-06
0.2372,0.9523,1.927,27400,-77.88,8.657e-06
0.2578,0.9999,2,29380,-46.86,8.775e-06
0.8967,0.8899,0.5,124,-163.4,0.007231
0.4504,0.8524,0.7879,269.9,-152.6,0.001669
0.2796,0.9996,2,53380,-47.31,5.238e-06
0.2198,0.7686,2,25880,-37.66,8.493e-06
1.044,0.9034,0.5001,154.7,-80.53,0.006749
0.2676,0.9993,2,53060,-37.51,5.043e-06
0.2435,0.9402,1.933,34750,-33.03,7.007e-06
0.2568,0.9952,2,40930,-45.26,6.274e-06
0.2226,0.9662,1.55,4325,-37.21,5.147e-05
66080000,1.01e-09,0.8086,8193000,-2.926,8.065
0.22,0.5559,2,31670,-70.55,6.947e-06
0.2067,0.734,2,23560,-40.09,8.773e-06
0.3211,0.7824,1.025,456,-106.6,0.0007042
0.2256,0.944,2,28480,-36.12,7.921e-06
0.262,0.9999,2,66290,-37.51,3.952e-06
0.241,0.9921,1.342,1736,-44.85,0.0001388
0.2083,0.9532,2,70330,-1.004,2.962e-06
0.2846,0.9967,2,48590,-73.74,5.857e-06
0.2487,1,2,32670,-51.63,7.612e-06
0.2587,0.9924,1.949,34040,-77.47,7.6e-06
0.2229,0.9736,2,21940,-47.69,1.016e-05
0.2455,0.9987,1.581,2638,-65.61,9.306e-05
0.2518,0.9839,1.188,571.7,-77.75,0.0004404
0.2498,1,2,38050,-42.41,6.565e-06
0.1911,0.8244,2,27390,-38.05,6.977e-06
0.2207,0.9599,1.999,49440,-39.11,4.464e-06
0.2887,0.8018,1.389,2113,-165,0.0001366
0.2375,0.9816,2,79060,-37.54,3.004e-06
0.2266,0.9827,1.449,5353,-31.48,4.233e-05
0.2717,0.9949,1.455,2333,-80.02,0.0001165
0.2599,0.9217,2,42420,-40.42,6.127e-06
0.3871,0.9321,0.9057,440.6,-81.96,0.0008786
0.2329,0.996,2,35680,-29.24,6.527e-06
0.2402,0.9068,1.771,21070,-41.67,1.14e-05
0.2887,0.9581,1.219,1959,-72.67,0.0001474
0.2495,1,1.768,12630,-39.19,1.975e-05
0.2618,0.8237,2,49240,-137.2,5.317e-06
0.2207,0.9271,1.878,21030,-5.686,1.049e-05
0.3311,0.8691,0.8564,194.3,-142.5,0.001704
0.2353,0.5228,2,27460,-73.49,8.569e-06
0.2593,0.9998,1.71,9941,-53.43,2.608e-05
0.2512,0.9729,2,49540,-31.93,5.071e-06
0.2678,0.9996,1.59,4511,-35.58,5.937e-05
0.2857,0.9891,2,54630,-70.2,5.23e-06
0.2685,0.999,2,42680,-38.09,6.291e-06
0.2657,0.9999,2,46810,-44.73,5.676e-06
0.2488,0.485,2,54880,-65.23,4.534e-06
0.2381,0.9995,2,81890,-37.39,2.908e-06
1.322,0.7961,0.5,176.6,-169.3,0.007486
0.2041,0.9005,2,22010,-69.13,9.273e-06
0.2826,0.9926,1.595,6535,-65.66,4.324e-05
0.2395,0.9991,2,37070,-37.56,6.461e-06
0.262,0.9308,2,80660,-31.34,3.248e-06
0.2383,1,1.45,3184,-34.21,7.484e-05
0.2714,0.998,2,52470,-69.88,5.172e-06
0.2092,0.9903,2,29800,-40.59,7.02e-06
0.232,0.9526,2,45910,-37.17,5.053e-06
0.2115,0.782,2,25530,-41.93,8.284e-06
0.244,0.9966,1.861,19260,-32.36,1.267e-05
0.27,0.9995,2,59270,-44.34,4.555e-06
0.186,0.8145,2,45640,-1.087,4.075e-06
0.2876,0.9995,2,41670,-55.4,6.902e-06
0.2369,0.9145,1.423,2628,-41.2,9.014e-05
0.2402,0.9799,2,56050,-30.29,4.285e-06
0.2352,0.9726,2,79300,-21.46,2.966e-06
0.209,0.9991,2,24560,-22.62,8.51e-06
0.281,1,2,73690,-37.49,3.813e-06
0.2951,0.9942,2,81360,-44.82,3.627e-06
0.2191,0.9422,2,115600,-1.002,1.895e-06
0.2078,0.7751,1.805,14180,-1.623,1.465e-05
0.2099,0.745,2,31620,-41.16,6.638e-06
0.268,1,2,54340,-37.8,4.932e-06
0.2513,0.9997,1.983,27650,-42.59,9.089e-06
0.3799,0.9958,0.7542,148.4,-82.27,0.00256
0.2309,0.9992,2,34570,-24.2,6.679e-06
0.297,0.9952,1.995,72860,-71.37,4.076e-06
0.2512,0.9729,2,49540,-31.93,5.071e-06
0.2401,0.7727,2,54720,-36.9,4.388e-06
0.2311,0.9347,2,29110,-42.98,7.939e-06
0.2236,0.7418,1.369,2695,-7.015,8.297e-05
0.2956,0.9863,2,43110,-74.48,6.857e-06
0.1985,0.7394,2,45650,-1,4.348e-06
0.2581,0.9713,2,52740,-37.47,4.894e-06
0.2888,0.9162,1.122,910.9,-69.14,0.000317
0.2397,0.9649,1.474,2580,-37.47,9.291e-05
0.2432,0.7024,1.938,35630,-29.76,6.826e-06
0.2489,0.927,1.685,4808,-33.81,5.177e-05
0.2389,0.9918,1.687,4863,-12.27,4.913e-05
0.2883,0.9988,2,41840,-56.87,6.891e-06
0.2141,0.9466,2,74850,-1.001,2.86e-06
0.2585,0.9989,1.432,2366,-81.57,0.0001093
0.2477,0.4964,1.401,2409,-65.78,0.0001028
0.2401,0.9913,2,53320,-42.33,4.503e-06
0.2383,0.9999,2,65530,-36.07,3.637e-06
30800000,1.058e-09,0.6665,1331000,-1.417,23.14
0.2515,0.9745,2,34280,-44.87,7.337e-06
0.2601,0.9336,2,32630,-85.62,7.971e-06
0.1916,0.7359,1.992,69820,-4.098,2.744e-06
0.2426,0.7956,1.244,858.9,-62.5,0.0002825
0.2764,0.9999,2,61650,-44.4,4.483e-06
0.2225,0.7783,1.673,8036,-28.13,2.769e-05
82300000,1.026e-09,0.8199,11360000,-1.48,7.245
0.2323,0.9663,1.663,6618,-75.12,3.51e-05
0.2524,0.9964,2,39990,-53.67,6.312e-06
0.2842,0.999,2,121300,-42.49,2.343e-06
0.2093,0.9329,2,49740,-2.434,4.208e-06
0.2756,0.9926,2,54010,-82.97,5.103e-06
0.2205,0.9303,1.653,4181,-38.37,5.274e-05
0.3303,0.921,0.8072,183.8,-68.89,0.001797
94990000,1.136e-09,0.652,3983000,-2.996,23.85
0.202,0.7421,1.783,22110,-1.287,9.136e-06
0.2483,1,2,47620,-43.35,5.214e-06
0.2206,0.7824,1.779,13970,-29.78,1.579e-05
0.2116,0.9952,2,25230,-35.29,8.387e-06
0.2447,0.9812,2,46570,-29.92,5.254e-06
0.2792,1,2,54870,-38.15,5.088e-06
0.2522,0.9121,1.433,5763,-38.99,4.376e-05
0.272,0.9974,2,82490,-37.64,3.297e-06
0.2067,0.734,2,23560,-40.09,8.773e-06
0.395,0.9699,0.6391,101.6,-70.26,0.003888
0.3118,0.8014,0.865,122.3,-148.8,0.002549
0.2678,0.8141,1.298,962.9,-164.6,0.0002781
0.2673,0.9222,1.028,503.7,-37.48,0.0005307
0.243,0.776,1.64,13490,-38.63,1.801e-05
0.2325,0.9543,1.866,21940,-26.92,1.06e-05
0.2752,0.9971,1.641,6841,-69.94,4.023e-05
0.2339,0.9788,2,51300,-37.24,4.559e-06
0.1861,0.7263,2,21000,-51.67,8.862e-06
0.2717,0.931,1.3,1624,-160.4,0.0001673
0.2585,0.9672,2,53960,-37.53,4.791e-06
6.81,0.6736,0.5001,1307,-139.1,0.00521
0.2562,0.9982,2,81110,-31.39,3.159e-06
0.2405,0.9122,1.54,3684,-55.03,6.528e-05
0.2439,0.9994,2,36070,-36.9,6.762e-06
0.3134,0.9686,1.058,817.8,-82.32,0.0003832
0.2509,0.9858,1.391,1849,-44.06,0.0001357
0.3075,0.7219,0.8192,188.7,-47.92,0.00163
0.2259,0.9155,2,41450,-85.89,5.45e-06
0.2838,0.9937,1.178,1223,-69.41,0.0002321
0.2505,0.9564,1.385,1809,-31.74,0.0001385
0.2743,0.7852,2,35770,-89.68,7.668e-06
0.2528,0.9997,2,75350,-44.06,3.355e-06
0.2841,0.9963,2,40190,-42.01,7.069e-06
0.2832,0.9997,2,116800,-42.46,2.425e-06
0.214,0.9654,2,45030,-40.43,4.752e-06
0.2616,0.8032,2,29750,-90.4,8.793e-06
0.2246,0.9561,2,41680,-28.44,5.389e-06
22100000,1.013e-09,0.6748,963000,-1.141,22.95
0.2401,0.7727,2,54720,-36.9,4.388e-06
0.2574,0.9996,1.999,52110,-55.38,4.94e-06
0.2081,0.9474,2,54930,-1.002,3.788e-06
0.2815,0.9263,1.33,3627,-73.48,7.761e-05
0.2339,0.9788,2,51300,-37.24,4.559e-06
0.2601,0.9484,2,58740,-37.19,4.428e-06
0.2192,0.9964,2,25950,-30.18,8.447e-06
0.2704,0.9986,2,56680,-68.15,4.771e-06
0.233,0.9995,1.805,8831,-71,2.638e-05
0.2364,0.772,1.189,638.3,-21.29,0.0003704
0.2833,0.9988,2,51310,-37.48,5.521e-06
0.2222,0.7705,1.306,1014,-22.62,0.0002191
0.3064,0.9998,2,43270,-68.08,7.081e-06
0.2484,0.9986,2,96640,-43.25,2.57e-06
0.2547,0.9993,2,33800,-37.71,7.536e-06
0.531,0.7139,0.5,67.76,-45.18,0.007836
0.2808,0.8229,1.851,11910,-158.7,2.358e-05
0.2633,0.9996,2,31330,-43.94,8.404e-06
0.2569,0.9988,2,83460,-32.41,3.078e-06
0.3053,0.904,0.8849,265.3,-41.71,0.001151
0.2002,0.7364,2,42590,-1.03,4.701e-06
0.3227,0.7948,1.183,1214,-160.8,0.0002658
0.2904,0.7217,1.136,507.4,-152.3,0.0005723
0.2083,0.9532,2,70330,-1.004,2.962e-06
0.2224,0.7778,1.43,3755,-7.538,5.923e-05
0.1967,0.7057,1.541,8996,-1.001,2.187e-05
0.2561,0.9509,1.433,1892,-32.93,0.0001354
0.2586,0.6788,2,53780,-37.18,4.808e-06
0.2287,0.9963,2,35440,-35.14,6.453e-06
0.2186,0.9604,2,38920,-29.72,5.617e-06
0.2235,0.7882,1.999,50940,-21.06,4.388e-06
0.2508,0.9903,1.67,13390,-32.13,1.873e-05
0.305,0.809,0.8306,122.2,-142.9,0.002496
0.2401,0.782,1.384,2209,-34.02,0.0001087
0.229,0.8538,1.456,3216,-68.87,7.121e-05
0.3672,0.7979,0.9358,573.1,-146.5,0.0006407
0.2662,0.6941,1.265,1410,-48.85,0.0001888
0.2279,0.9061,2,23940,-82.88,9.52e-06
0.2655,0.9919,2,79150,-61.75,3.354e-06
0.2542,0.9996,2,82150,-40.66,3.094e-06
0.2341,0.9795,2,52430,-36.09,4.465e-06
20970,1.017e-09,0.7808,1655,-13.86,12.67
0.1989,0.7385,1.939,27150,-1,7.326e-06
0.2355,0.9636,2,27040,-76.47,8.709e-06
0.2331,0.9571,1.869,22220,-36.02,1.049e-05
0.2387,0.6728,1.833,11230,-55.63,2.126e-05
0.2555,0.9984,2,36860,-51.1,6.932e-06
0.2403,1,1.77,21040,-37.49,1.142e-05
0.3436,0.7228,1.485,8558,-1,4.015e-05
0.2337,0.9447,2,41280,-65.68,5.661e-06
0.237,0.9428,2,23330,-151.3,1.016e-05
0.2249,0.9779,1.998,16820,-83.77,1.337e-05
0.2687,0.9999,2,53340,-51.22,5.037e-06
0.2635,1,1.683,12820,-39.4,2.055e-05
0.2338,0.9799,2,52650,-30.97,4.441e-06
0.2607,0.9484,2,60850,-37.4,4.284e-06
90700000,1.004e-09,0.9019,23130000,-1.061,3.921
0.2394,0.9967,1.945,37050,-36.08,6.462e-06
0.2694,0.9998,2,44420,-37.55,6.065e-06
0.2298,0.9998,2,27720,-68.93,8.29e-06
