ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
6636,0.5516,NA,NA,NA,NA,26870,0.536,1535,0.9068,NA,NA,655.7,1.019
7218,0.5048,NA,NA,NA,NA,22200,0.601,1211,1.029,NA,NA,729.3,1.109
8427,0.5182,NA,NA,NA,NA,13140,0.752,1523,0.821,NA,NA,717.6,1.298
11330,0.5099,NA,NA,NA,NA,13610,0.8627,808.9,0.9943,NA,NA,775.7,1.144
9640,0.5179,NA,NA,NA,NA,19170,0.6845,1288,0.7363,NA,NA,693.6,1.184
5835,0.63,NA,NA,NA,NA,16480,0.7345,1158,0.9598,NA,NA,757.3,1.171
7185,0.5642,NA,NA,NA,NA,28930,0.5311,1147,0.8191,NA,NA,745.7,1.197
11260,0.555,NA,NA,NA,NA,24630,0.5803,1310,0.7383,NA,NA,798.5,0.7974
10590,0.5274,NA,NA,NA,NA,35280,0.5075,1595,0.6237,NA,NA,697.8,1.27
7193,0.6848,NA,NA,NA,NA,18300,0.6005,1756,1.068,NA,NA,669,1.086
5142,0.792,NA,NA,NA,NA,14640,0.7413,1363,0.8581,NA,NA,667.8,1.063
7822,0.5639,NA,NA,NA,NA,17520,0.6515,1076,0.738,NA,NA,550.7,0.9023
6251,0.6486,NA,NA,NA,NA,18260,0.7156,1022,1.375,NA,NA,681.1,1.274
7025,0.5852,NA,NA,NA,NA,6113,1.274,991,1.363,NA,NA,647.2,1.129
7990,0.5062,NA,NA,NA,NA,26330,0.6542,1563,0.8166,NA,NA,878.4,1.074
8009,0.5612,NA,NA,NA,NA,16970,0.5629,1964,0.9361,NA,NA,493,0.9623
8434,0.5469,NA,NA,NA,NA,20400,0.6762,2197,0.7028,NA,NA,641.2,1.239
5628,0.6886,NA,NA,NA,NA,40680,0.5473,1249,0.8145,NA,NA,652.8,1.151
8671,0.5821,NA,NA,NA,NA,36780,0.5258,1144,0.7597,NA,NA,703.8,1.084
8768,0.5509,NA,NA,NA,NA,12710,0.7432,909.4,0.73,NA,NA,920.6,1.326
9692,0.5301,NA,NA,NA,NA,34530,0.534,948.5,1.196,NA,NA,783.1,1.029
8987,0.5311,NA,NA,NA,NA,7451,0.8449,1684,0.539,NA,NA,649.5,1.074
8805,0.5658,NA,NA,NA,NA,8508,0.808,1138,0.6614,NA,NA,740.6,1.056
12540,0.5247,NA,NA,NA,NA,21020,0.5879,960.5,0.8712,NA,NA,579,0.8311
6622,0.5508,NA,NA,NA,NA,14040,0.821,1284,0.5513,NA,NA,611.9,1.325
6755,0.5615,NA,NA,NA,NA,6194,1.255,2032,0.7454,NA,NA,589.7,1.113
5678,0.7117,NA,NA,NA,NA,6100,1.512,1543,1.017,NA,NA,599.3,1.162
6733,0.6035,NA,NA,NA,NA,6958,1.331,1448,1.665,NA,NA,790.6,1.23
9329,0.5296,NA,NA,NA,NA,5009,1.572,923.2,0.8688,NA,NA,794.1,1.154
10590,0.6471,NA,NA,NA,NA,9139,0.9791,1241,0.7738,NA,NA,750.4,0.962
7192,0.6274,NA,NA,NA,NA,7503,1.148,1047,0.9011,NA,NA,927.4,0.8631
9697,0.5841,NA,NA,NA,NA,7779,1.463,1354,0.9614,NA,NA,766,0.8154
10290,0.5034,NA,NA,NA,NA,13300,0.7026,1266,1.242,NA,NA,851.5,1.11
6205,0.6256,NA,NA,NA,NA,10050,0.7326,1227,1.027,NA,NA,492.6,1.018
5942,0.5963,NA,NA,NA,NA,17530,0.5112,1277,0.5095,NA,NA,644.5,1.013
3889,0.7889,NA,NA,NA,NA,14270,0.6725,1589,0.7635,NA,NA,663.7,0.891
7540,0.6411,NA,NA,NA,NA,14130,0.8278,1749,0.8045,NA,NA,600.7,1.01
12160,0.5881,NA,NA,NA,NA,14110,0.7571,1228,0.8058,NA,NA,689.6,1.055
7358,0.5287,NA,NA,NA,NA,12630,0.749,1088,1.19,NA,NA,844.4,1.515
6407,0.5324,NA,NA,NA,NA,17210,0.7073,1325,1.236,NA,NA,594.5,1.012
14120,0.5129,NA,NA,NA,NA,32560,0.6065,1143,1.069,NA,NA,674.7,0.7951
7968,0.5866,NA,NA,NA,NA,21060,0.6526,1457,0.8954,NA,NA,600.3,1.091
6823,0.5302,NA,NA,NA,NA,29490,0.5392,984.4,1.051,NA,NA,526.7,1.094
9272,0.5227,NA,NA,NA,NA,15870,0.7517,1377,1.04,NA,NA,685,0.9987
6999,0.5732,NA,NA,NA,NA,11650,0.8318,1210,0.8232,NA,NA,639.3,0.9369
10780,0.5353,NA,NA,NA,NA,14580,0.5731,1543,1.125,NA,NA,589.2,0.9697
10900,0.5103,NA,NA,NA,NA,7822,1.426,1428,1.011,NA,NA,654.5,0.8751
10320,0.5107,NA,NA,NA,NA,7067,0.8562,1031,0.8282,NA,NA,817.4,0.9623
6792,0.5639,NA,NA,NA,NA,8161,0.8098,956.9,0.5987,NA,NA,694.3,1.174
9975,0.5223,NA,NA,NA,NA,28190,0.5142,993.6,1.06,NA,NA,756.6,1.082
8460,0.573,NA,NA,NA,NA,13690,0.7404,1077,0.9168,NA,NA,771.1,0.8766
10570,0.5195,NA,NA,NA,NA,10010,0.8417,1040,0.9478,NA,NA,744.6,1.014
9935,0.5109,NA,NA,NA,NA,11570,0.8588,946.6,1.24,NA,NA,546,0.949
8278,0.5292,NA,NA,NA,NA,8457,0.94,1489,1.004,NA,NA,829,1.189
8760,0.5377,NA,NA,NA,NA,8044,1.058,1460,0.9616,NA,NA,762,1.537
6121,0.6219,NA,NA,NA,NA,21670,0.6718,920.8,0.9786,NA,NA,595.4,0.7892
8781,0.517,NA,NA,NA,NA,6230,1.035,1238,0.9482,NA,NA,876.6,0.8847
