Kmax,Ku,n,halfmax,Vhalf,slope
12.83,0.121,1.58,125700,-77.58,0.0001021
11,0.9487,1.663,169600,-77.28,6.486e-05
11.09,0.9492,1.656,162700,-78.09,6.816e-05
12.13,0.9693,1.581,113800,-80.19,0.0001066
11.46,0.9354,1.575,106100,-73,0.000108
10.71,0.9471,1.515,67820,-74.28,0.0001579
12.31,0.9509,1.526,84370,-76.93,0.0001459
12.79,0.9451,1.594,129800,-79.77,9.854e-05
11.94,0.945,1.596,120000,-77.42,9.95e-05
11.82,0.7356,1.7,229700,-81.21,5.146e-05
12.13,0.9693,1.581,113800,-80.19,0.0001066
12.67,0.237,1.555,103500,-74.91,0.0001224
12.1,0.9676,1.619,144000,-81.56,8.403e-05
10.9,0.8312,1.606,122300,-74.58,8.913e-05
11.2,0.9511,1.592,114000,-76.86,9.825e-05
12.99,0.2701,1.708,279000,-80.9,4.656e-05
13.29,0.9381,1.645,187200,-77.23,7.099e-05
11.49,0.2595,1.595,125000,-72.48,9.192e-05
12.13,0.9379,1.742,310600,-77.94,3.905e-05
12.37,0.9435,1.683,221100,-78.11,5.595e-05
11.81,0.9496,1.621,141600,-77.87,8.34e-05
11.59,0.9483,1.658,177900,-76.42,6.515e-05
10.67,0.9447,1.709,219100,-75.43,4.87e-05
12.97,0.2127,1.558,109200,-77.79,0.0001188
12.71,0.6787,1.557,104700,-76.25,0.0001214
12.32,0.6836,1.628,160000,-76.26,7.7e-05
11.4,0.4893,1.582,111200,-77.5,0.0001025
12.9,0.9384,1.674,220400,-78.25,5.853e-05
11.74,0.785,1.595,120100,-75.89,9.775e-05
10.7,0.9481,1.505,62210,-73.85,0.000172
11.14,0.9415,1.631,135800,-77.66,8.203e-05
10.05,0.9408,1.591,99360,-75.92,0.0001011
12.18,0.6058,1.772,385300,-81.74,3.161e-05
11.78,0.9485,1.619,140800,-76.43,8.366e-05
11.29,0.9456,1.57,99450,-76.29,0.0001135
13.03,0.9487,1.717,297200,-78.75,4.384e-05
11.76,0.9477,1.629,147400,-77.4,7.978e-05
12.08,0.2456,1.591,119500,-80.28,0.0001011
11.87,0.9486,1.621,143100,-77.27,8.295e-05
11.95,0.9474,1.673,207500,-75.68,5.759e-05
11.44,0.9475,1.533,79600,-76.27,0.0001437
12.52,0.9348,1.696,239500,-80.66,5.228e-05
12.82,0.9994,1.702,264600,-77.13,4.845e-05
12.52,0.2436,1.678,220600,-78.95,5.675e-05
12.06,0.8645,1.599,130700,-71.12,9.227e-05
13.49,0.9474,1.652,199000,-80.19,6.779e-05
10.89,0.9422,1.772,326000,-79.09,3.34e-05
10.33,0.9496,1.637,136000,-75.97,7.596e-05
9.985,0.9432,1.693,184200,-74.81,5.421e-05
10.2,0.9372,1.622,121600,-72.94,8.388e-05
11.74,0.9485,1.623,143700,-76.44,8.17e-05
11.45,0.9494,1.534,81180,-75.31,0.000141
11.58,0.9427,1.725,265200,-78.13,4.367e-05
11.26,0.9459,1.569,98530,-76.12,0.0001143
11.73,0.9441,1.697,221600,-79.12,5.293e-05
11.08,0.9451,1.724,246800,-80.6,4.489e-05
12.99,0.2407,1.56,108500,-80.15,0.0001197
11.18,0.9455,1.551,85500,-74.75,0.0001308
13.18,0.9434,1.707,273900,-79.72,4.812e-05
12.38,0.2356,1.598,132800,-75.14,9.322e-05
11.17,0.9473,1.621,131800,-77.27,8.475e-05
12.4,0.9427,1.565,106700,-73.18,0.0001162
12.19,0.9461,1.738,308400,-78.94,3.953e-05
11.37,0.8486,1.582,110100,-77.94,0.0001033
12.4,0.9474,1.59,127700,-74.45,9.71e-05
12.95,0.2863,1.553,106600,-76.98,0.0001215
12.81,0.9341,1.586,125900,-78.56,0.0001017
10.67,0.9172,1.59,106500,-77.26,0.0001002
13.53,0.9834,1.529,93430,-80.55,0.0001448
11.89,0.9518,1.643,169700,-78.54,7.006e-05
10.77,0.944,1.672,173300,-75.03,6.215e-05
12.57,0.941,1.653,182700,-79.25,6.88e-05
11.21,0.9501,1.564,96180,-75.04,0.0001166
11.63,0.7796,1.625,145500,-75.91,7.993e-05
12.15,0.9369,1.737,298900,-78.6,4.065e-05
11.48,0.6454,1.79,396900,-82.55,2.892e-05
10.35,0.9378,1.587,97330,-74.31,0.0001063
12.6,0.9447,1.652,181500,-79.59,6.942e-05
12.04,0.7257,1.748,323200,-78.21,3.725e-05
10.05,0.9398,1.746,253000,-75.6,3.972e-05
12.44,0.9456,1.652,181500,-77.83,6.854e-05
13.69,0.946,1.627,170900,-81.11,8.011e-05
11.6,0.9403,1.693,211400,-77.13,5.487e-05
12.03,0.9393,1.539,87160,-75.66,0.000138
10.75,0.8819,1.523,71530,-74.78,0.0001503
10.82,0.9391,1.761,307000,-77.57,3.524e-05
11.73,0.9461,1.48,60810,-75.11,0.0001929
12.09,0.9492,1.582,113700,-77.27,0.0001063
9.83,0.9487,1.636,126000,-75.64,7.802e-05
12.63,0.2322,1.625,160200,-80.25,7.884e-05
12.96,0.944,1.658,202700,-75.99,6.394e-05
14.02,0.8762,1.587,140300,-80.02,9.993e-05
12.85,0.9404,1.749,343700,-78.23,3.739e-05
13.63,0.8666,1.617,164300,-79.86,8.296e-05
11.02,0.9418,1.706,229100,-73.11,4.81e-05
12.43,0.9473,1.701,248000,-82.01,5.012e-05
11.48,0.9388,1.724,256900,-76.78,4.469e-05
12.51,0.9444,1.496,70340,-77.2,0.0001779
10.08,0.9378,1.651,143000,-74.1,7.049e-05
11.68,0.2262,1.522,77910,-76.51,0.0001499
11.07,0.266,1.625,142000,-77.01,7.796e-05
11.08,0.9485,1.658,165100,-78.22,6.711e-05
10.92,0.9388,1.511,67680,-71.04,0.0001613
12.96,0.7011,1.668,214200,-77.56,6.05e-05
12.55,0.9331,1.69,228900,-81.4,5.483e-05
12.75,0.1131,1.615,154500,-78.11,8.252e-05
11.33,0.9419,1.494,64920,-72.42,0.0001745
13.48,0.1412,1.663,212400,-84.11,6.347e-05
12.21,0.9516,1.552,98110,-77.64,0.0001245
12.52,0.9366,1.683,220900,-80.23,5.668e-05
11.1,0.9502,1.597,116100,-76.29,9.561e-05
12.9,0.9317,1.579,121400,-78.19,0.0001063
12.83,0.1208,1.585,127600,-78.6,0.0001005
10.99,0.948,1.659,165700,-76.71,6.632e-05
10.12,0.9429,1.617,115900,-73.24,8.732e-05
12.94,0.2075,1.583,125500,-80.91,0.0001031
11.74,0.9386,1.573,106100,-75.43,0.0001107
9.844,0.9476,1.636,126000,-75.85,7.813e-05
12.05,0.2378,1.781,405500,-80.6,2.972e-05
10.94,0.9212,1.602,120400,-73.92,9.086e-05
11.83,0.9381,1.535,87270,-73.34,0.0001356
11.98,0.949,1.626,147400,-78.09,8.128e-05
11.29,0.9377,1.646,153900,-73.6,7.336e-05
11.02,0.9373,1.632,143600,-77.12,7.674e-05
12.45,0.9374,1.691,224700,-77.33,5.541e-05
11.1,0.9475,1.598,117900,-75.26,9.415e-05
11.71,0.9483,1.563,102900,-73.54,0.0001138
13.65,0.3842,1.645,195300,-82.03,6.989e-05
11.57,0.9446,1.741,291400,-78.77,3.97e-05
11.58,0.9445,1.738,286700,-78.74,4.039e-05
12.5,0.9856,1.519,83080,-78.16,0.0001505
11.99,0.9485,1.625,145800,-80.09,8.224e-05
12.33,0.8104,1.739,311100,-83.94,3.963e-05
13.82,0.9439,1.653,204100,-80.05,6.771e-05
13.69,0.9468,1.621,165200,-80.55,8.287e-05
11.22,0.9343,1.61,123800,-76.91,9.063e-05
11.43,0.9448,1.661,176400,-75.12,6.48e-05
12.71,0.9639,1.638,173000,-79.07,7.347e-05
10.54,0.8168,1.692,191400,-80.55,5.507e-05
12.59,0.9465,1.594,128600,-77.61,9.79e-05
10.57,0.934,1.647,141900,-72.94,7.449e-05
11.84,0.8434,1.658,181700,-80.61,6.516e-05
11.92,0.9491,1.615,138800,-77.25,8.588e-05
12.49,0.2441,1.684,228000,-78.94,5.478e-05
10.59,0.9388,1.755,288000,-76.64,3.677e-05
11.81,0.9381,1.695,216000,-79.37,5.468e-05
12.04,0.9829,1.566,105900,-77.15,0.0001137
12.32,0.6836,1.628,160000,-76.26,7.7e-05
12.42,0.9472,1.596,132100,-75.45,9.402e-05
11.62,0.9449,1.634,148900,-76.27,7.804e-05
10.82,0.9344,1.558,87420,-71.93,0.0001238
11.71,0.9429,1.694,216500,-79.39,5.409e-05
11.98,0.9706,1.639,164100,-80.08,7.3e-05
11.28,0.9494,1.63,139400,-79.08,8.092e-05
11.93,0.9481,1.585,115200,-76.16,0.0001036
9.366,0.9112,1.604,101900,-74.95,9.191e-05
11.56,0.9448,1.735,280300,-79.03,4.124e-05
11.78,0.7685,1.605,127400,-77.08,9.246e-05
12.46,0.9372,1.693,230700,-78.81,5.401e-05
12.22,0.9367,1.709,247000,-77.13,4.947e-05
12.48,0.7104,1.697,242800,-82.29,5.14e-05
10.93,0.9425,1.628,140400,-76.23,7.785e-05
13.13,0.9977,1.567,116200,-79.21,0.000113
12.39,0.9446,1.702,245900,-79.98,5.039e-05
11.51,0.8479,1.551,92160,-76.94,0.0001249
12.13,0.9378,1.504,73500,-73.52,0.000165
12.9,0.9445,1.68,236200,-75.77,5.461e-05
11.59,0.9475,1.67,188400,-77.47,6.152e-05
12.98,0.9381,1.669,215000,-77.83,6.037e-05
12.71,0.2284,1.7,258700,-76.96,4.913e-05
12.4,0.9474,1.59,127700,-74.45,9.71e-05
11.8,0.496,1.626,148800,-78.34,7.93e-05
11.83,0.9374,1.534,86760,-73.51,0.0001364
12.15,0.943,1.606,134500,-74.5,9.033e-05
13.63,0.9436,1.649,195900,-79.62,6.958e-05
12.52,0.9446,1.665,196700,-79.61,6.365e-05
11.19,0.9486,1.634,141700,-78.5,7.897e-05
11.58,0.9382,1.605,121900,-74.76,9.5e-05
11.94,0.9727,1.621,147100,-78.46,8.117e-05
11.16,0.9378,1.671,186200,-72.93,5.994e-05
12.06,0.9472,1.595,121900,-78.8,9.893e-05
13.61,0.1788,1.62,164500,-81.95,8.274e-05
10.9,0.9417,1.666,167400,-76.6,6.511e-05
10.67,0.9399,1.59,106600,-71.65,0.0001001
11.08,0.9351,1.566,96660,-74.23,0.0001146
10.79,0.949,1.735,265000,-77.5,4.072e-05
11.53,0.9477,1.635,151800,-76.37,7.596e-05
10.62,0.9476,1.547,82820,-74.13,0.0001282
10.97,0.9341,1.652,158800,-76.12,6.908e-05
11.18,0.9671,1.654,164200,-79.57,6.809e-05
11.17,0.9464,1.551,85400,-74.53,0.0001308
12.86,0.2707,1.745,349500,-81.24,3.68e-05
11.44,0.9517,1.557,92810,-77.11,0.0001233
11.15,0.9456,1.595,115900,-75.99,9.62e-05
12.48,0.9478,1.62,151100,-76.67,8.259e-05
11.8,0.9408,1.73,279500,-82.15,4.222e-05
12.05,0.2805,1.56,104900,-76.17,0.0001149
12.59,0.9438,1.664,195700,-80.47,6.433e-05
12.73,0.8839,1.654,186500,-82.71,6.826e-05
10.5,0.9496,1.604,112000,-76.16,9.375e-05
11.23,0.9984,1.595,115600,-77.37,9.715e-05
10.75,0.903,1.586,103500,-78.44,0.0001039
11.97,0.7254,1.747,322400,-77.64,3.713e-05
11.53,0.9477,1.635,151800,-76.37,7.596e-05
10.35,0.9354,1.695,190400,-77.56,5.436e-05
12.21,0.9388,1.511,74040,-75.47,0.0001649
11.17,0.9373,1.667,181500,-73.14,6.154e-05
12.19,0.2167,1.555,102200,-77.62,0.0001193
10.63,0.9051,1.588,105700,-76.27,0.0001006
11.05,0.9484,1.665,171900,-78.23,6.428e-05
11.55,0.947,1.525,76840,-76.12,0.0001503
12.82,0.9994,1.702,264600,-77.13,4.845e-05
12.08,0.9373,1.675,200500,-75.67,6.025e-05
13.92,0.9454,1.614,160400,-81.8,8.678e-05
12.07,0.9467,1.792,431000,-79.96,2.8e-05
10.91,0.6306,1.737,271500,-80.56,4.018e-05
11.74,0.971,1.68,208900,-80.14,5.62e-05
11.63,0.9484,1.655,173000,-77.85,6.723e-05
11.94,0.945,1.596,120000,-77.42,9.95e-05
11.7,0.2496,1.661,185400,-78.51,6.311e-05
12.91,0.9316,1.578,121000,-77.92,0.0001067
11.97,0.9095,1.657,180500,-82.15,6.632e-05
11.34,0.9432,1.639,151900,-74.24,7.465e-05
12.47,0.7107,1.7,246500,-82.3,5.059e-05
11.58,0.9455,1.783,382400,-82.65,3.028e-05
11.23,0.9487,1.619,129800,-77.78,8.652e-05
12.54,0.8566,1.514,80620,-78.6,0.0001555
11.88,0.962,1.678,204000,-79.45,5.824e-05
12.52,0.9486,1.696,242900,-81.59,5.154e-05
11.67,0.9443,1.741,292900,-81.92,3.984e-05
12.25,0.9456,1.731,294200,-80.13,4.164e-05
11.82,0.6203,1.692,215900,-81.97,5.475e-05
11.96,0.9371,1.542,88280,-75.68,0.0001355
9.644,0.9749,1.677,161300,-74.8,5.979e-05
10.88,0.8901,1.551,85110,-77.03,0.0001278
12.5,0.9474,1.496,70800,-75.99,0.0001766
10.7,0.9395,1.568,89890,-71.34,0.000119
11.5,0.945,1.736,282500,-78.47,4.071e-05
10.32,0.9477,1.637,136600,-75.4,7.555e-05
10.98,0.931,1.541,84790,-72.4,0.0001295
12.28,0.7391,1.668,196900,-78.22,6.237e-05
11,0.9473,1.698,209700,-79.42,5.246e-05
13.07,0.2104,1.552,104600,-79.44,0.000125
11.65,0.8455,1.694,226000,-80.55,5.155e-05
11.87,0.9427,1.693,218600,-80.34,5.43e-05
12.46,0.9415,1.737,320300,-74.83,3.89e-05
10.8,0.943,1.665,166500,-75.01,6.486e-05
11.3,0.6692,1.63,140300,-80.43,8.054e-05
10.86,0.9455,1.613,123600,-74.71,8.786e-05
12.6,0.9433,1.661,191200,-80.46,6.59e-05
11.67,0.4446,1.681,212100,-78.87,5.502e-05
12.62,0.9465,1.591,128100,-75.8,9.852e-05
12.52,0.9451,1.495,70020,-76.92,0.0001788
12.09,0.9492,1.582,113700,-77.27,0.0001063
12.27,0.945,1.717,273800,-78.11,4.481e-05
11.7,0.5179,1.73,276200,-81.44,4.236e-05
11.43,0.9695,1.599,118900,-78.81,9.613e-05
11.83,0.9374,1.534,86760,-73.51,0.0001364
11.05,0.9438,1.631,134900,-76.88,8.191e-05
10.97,0.9231,1.578,104200,-73.55,0.0001053
12.23,0.9386,1.626,157600,-75.72,7.76e-05
12.44,0.9454,1.696,239000,-79.96,5.205e-05
12.39,0.9433,1.569,108200,-74.49,0.0001145
12.31,0.944,1.593,127600,-73.22,9.647e-05
13.46,0.1521,1.664,211800,-84.63,6.355e-05
13.18,1,1.54,98330,-76.69,0.000134
11.2,0.6595,1.658,167500,-80.46,6.687e-05
12.59,0.9458,1.598,131600,-77.83,9.567e-05
12.27,0.9446,1.602,131500,-75.58,9.331e-05
11.2,0.9684,1.659,170600,-79.17,6.565e-05
11.01,0.9702,1.688,203100,-78.32,5.421e-05
11.84,0.9453,1.593,117300,-76.26,0.0001009
10.58,0.9392,1.727,236400,-75.38,4.475e-05
11.64,0.9463,1.659,178400,-77.82,6.525e-05
11.71,0.9392,1.691,209600,-77.92,5.587e-05
11.41,0.938,1.563,95870,-77.43,0.000119
11.2,0.948,1.622,133600,-76.62,8.383e-05
11.4,0.9443,1.775,356600,-78.75,3.197e-05
10.63,0.944,1.568,90730,-75.68,0.0001172
12.1,0.7482,1.691,228300,-76.27,5.3e-05
12.4,0.9393,1.692,233000,-79.26,5.322e-05
11.94,1,1.531,84870,-74.67,0.0001407
12.02,0.9501,1.594,120800,-78.49,9.95e-05
11.87,0.9481,1.626,146500,-78.79,8.102e-05
11.6,0.9392,1.638,151100,-75.63,7.677e-05
12.73,0.9551,1.511,80300,-79.25,0.0001585
10.84,0.9484,1.697,209500,-76.73,5.174e-05
12.57,0.945,1.661,192000,-79.92,6.547e-05
12.58,0.945,1.56,106500,-74.64,0.0001181
11.35,0.9388,1.734,272600,-76.02,4.164e-05
11.7,0.9395,1.592,118200,-75.24,9.898e-05
11.51,0.9368,1.604,123100,-74.22,9.35e-05
12.9,0.9317,1.579,121400,-78.19,0.0001063
11.96,0.9436,1.743,316600,-76.81,3.778e-05
12.83,0.9366,1.58,122600,-77.06,0.0001046
11.27,0.8854,1.472,55460,-75.98,0.0002032
9.895,0.9782,1.603,102800,-75.03,9.625e-05
9.891,0.9827,1.616,113900,-72.04,8.684e-05
12.64,0.942,1.569,108100,-75.52,0.0001169
11.73,0.3838,1.716,256000,-80.3,4.582e-05
11.48,0.7625,1.79,397900,-81.78,2.885e-05
11.44,0.9891,1.581,109200,-78.73,0.0001048
9.413,0.9302,1.667,142800,-73.35,6.592e-05
11.89,0.8434,1.685,209200,-82.93,5.684e-05
10.34,0.9448,1.583,95680,-73.3,0.0001081
11.87,0.9701,1.65,174000,-80.06,6.822e-05
13.09,0.9452,1.567,116800,-79.18,0.0001121
10.77,0.9446,1.706,215200,-76.43,5.005e-05
11.3,0.9249,1.469,54240,-71.33,0.0002083
11.3,0.8397,1.612,127900,-78.32,8.835e-05
13.18,0.9434,1.707,273900,-79.72,4.812e-05
11.65,0.9392,1.745,294500,-79.43,3.956e-05
10.42,0.9346,1.697,194300,-78.52,5.363e-05
13.11,0.927,1.548,101700,-77.92,0.0001289
11.09,0.9492,1.656,162700,-78.09,6.816e-05
11.9,0.2536,1.529,84800,-72.49,0.0001403
11.14,0.9465,1.599,119300,-75.44,9.338e-05
10.75,0.9342,1.584,102900,-72.91,0.0001045
13.91,0.9491,1.609,158800,-78.61,8.759e-05
11.65,0.9494,1.729,275900,-80.53,4.223e-05
13.53,0.9478,1.652,201200,-79.88,6.725e-05
11.53,0.9393,1.736,275700,-77.94,4.182e-05
11.89,0.9815,1.615,139000,-77.56,8.554e-05
11.34,0.9466,1.563,95770,-76.1,0.0001184
13.8,0.9624,1.61,157900,-81.67,8.74e-05
12.69,0.9381,1.707,265300,-76.68,4.783e-05
11.49,0.9496,1.693,219300,-77.86,5.239e-05
12.01,0.943,1.637,162500,-74.51,7.391e-05
11.06,0.9385,1.625,135700,-75.56,8.15e-05
13.49,0.9487,1.644,192700,-78.19,7.001e-05
11.81,0.5075,1.703,230300,-83.54,5.128e-05
11.99,0.9509,1.61,137400,-78.51,8.726e-05
10.49,0.9409,1.602,110800,-75.7,9.468e-05
10.74,0.9391,1.559,85560,-70.29,0.0001255
11.46,0.9475,1.532,78830,-76.27,0.0001454
11.4,0.9387,1.815,471700,-80.72,2.417e-05
12.58,0.2367,1.56,107700,-73.81,0.0001168
12.4,0.9369,1.699,239900,-79.03,5.169e-05
11.81,0.9496,1.621,141600,-77.87,8.34e-05
11.96,0.9371,1.542,88280,-75.68,0.0001355
12.84,0.5918,1.486,69310,-78.33,0.0001853
11.15,0.9456,1.595,115900,-75.99,9.62e-05
10.05,0.9408,1.591,99360,-75.92,0.0001011
12.4,0.9381,1.696,238400,-79.56,5.201e-05
10.81,0.9418,1.829,467900,-79.97,2.31e-05
10.43,0.9436,1.652,147300,-76.33,7.081e-05
11.57,0.9454,1.63,146700,-75.12,7.887e-05
11.63,0.6296,1.542,88680,-77.32,0.0001311
11.89,0.8434,1.637,160900,-79.29,7.39e-05
12.01,0.943,1.637,162500,-74.51,7.391e-05
11.42,0.9476,1.538,82070,-76.27,0.0001391
12.16,0.9531,1.56,103700,-76.93,0.0001173
11.14,0.946,1.596,116700,-75.83,9.546e-05
12.65,0.9408,1.486,67370,-76.68,0.0001878
10.58,0.9083,1.624,131700,-77.35,8.033e-05
13.33,0.09699,1.685,248600,-80.45,5.362e-05
11.99,0.9496,1.612,136300,-78.1,8.797e-05
13.47,0.9483,1.651,199300,-79.88,6.759e-05
11.95,0.9501,1.618,140400,-78.52,8.511e-05
11.33,0.9964,1.608,126200,-77.81,8.978e-05
10.98,0.9482,1.659,166100,-76.61,6.61e-05
13.17,0.9426,1.624,164000,-76.98,8.03e-05
11.29,0.9449,1.564,96420,-76,0.0001171
13,0.9685,1.607,146100,-82.48,8.898e-05
12.09,0.9456,1.698,237400,-77.43,5.093e-05
13.04,0.9469,1.735,328400,-80.63,3.971e-05
11.48,0.2169,1.559,95600,-77.67,0.0001201
12.2,0.9388,1.513,75020,-75.47,0.0001626
11.18,0.9701,1.647,157600,-79.52,7.094e-05
13.21,0.2079,1.685,247100,-79.49,5.346e-05
11.15,0.8411,1.649,159900,-78.38,6.973e-05
11.91,0.2421,1.619,144100,-78.9,8.265e-05
10.42,0.9459,1.602,111100,-74.94,9.379e-05
11.91,0.9494,1.646,168000,-78.44,7.089e-05
13.06,0.9999,1.574,120800,-77.21,0.0001081
12.46,0.9618,1.693,239100,-80.56,5.211e-05
12.74,0.934,1.634,168600,-74.28,7.556e-05
10.9,0.9453,1.664,167400,-76.16,6.511e-05
12.66,0.1908,1.661,195600,-81.51,6.472e-05
10.7,0.4404,1.587,105300,-77.39,0.0001016
10.86,0.9484,1.694,205800,-76.71,5.277e-05
11.82,0.6203,1.692,215900,-81.97,5.475e-05
11.08,0.8383,1.644,156100,-77.2,7.098e-05
12.01,0.9698,1.616,141700,-80.03,8.476e-05
12.71,0.1902,1.653,184500,-82.38,6.889e-05
13.06,0.9758,1.569,117500,-79.49,0.0001111
11.65,0.9415,1.73,270400,-80.35,4.308e-05
11.32,1,1.563,96070,-75.51,0.0001178
13.16,0.9751,1.567,117200,-79.39,0.0001123
10.92,0.9363,1.634,142600,-71.75,7.658e-05
10.95,0.6475,1.774,333300,-81.91,3.285e-05
12.97,0.9412,1.662,206400,-77.21,6.284e-05
12.24,0.2349,1.745,324700,-81.86,3.77e-05
11.67,0.9501,1.662,181000,-79.1,6.448e-05
12.58,0.9479,1.591,126300,-76.87,9.96e-05
12.3,0.9509,1.528,84960,-76.94,0.0001448
12.53,0.9365,1.715,270600,-75.36,4.63e-05
11.16,0.95,1.57,99030,-75.02,0.0001127
10.8,0.9287,1.592,107800,-73.96,0.0001002
12.7,0.9486,1.559,106000,-75.67,0.0001198
12.62,0.9398,1.617,151300,-78.48,8.341e-05
11.2,0.8437,1.649,158700,-79.92,7.057e-05
13.48,0.9443,1.658,205800,-79.41,6.55e-05
10.98,0.9482,1.659,166100,-76.61,6.61e-05
11.8,0.8429,1.729,274500,-83.11,4.299e-05
13.11,0.9487,1.552,102500,-79.44,0.0001279
11.65,0.9392,1.745,294500,-79.43,3.956e-05
11,0.9345,1.761,313700,-80.54,3.507e-05
11.09,0.9379,1.618,129500,-75.83,8.564e-05
11.78,1,1.474,58940,-75.28,0.0001999
11.79,0.9443,1.597,119300,-76.27,9.883e-05
12.42,0.2215,1.524,86450,-76.53,0.0001437
12.56,0.934,1.67,198900,-79.75,6.315e-05
12.54,0.9331,1.691,230000,-81.38,5.452e-05
12.57,0.9478,1.592,127100,-76.86,9.89e-05
12.42,0.2369,1.589,126400,-74.91,9.826e-05
12.23,0.9675,1.608,136000,-81.19,8.993e-05
11.03,0.8419,1.69,205900,-78.42,5.357e-05
12.57,0.9478,1.592,127100,-76.86,9.89e-05
11.29,0.8674,1.539,82340,-74.57,0.0001371
11.61,0.9701,1.694,225900,-80.14,5.139e-05
11.2,0.9484,1.629,137300,-78.54,8.157e-05
10.91,0.9484,1.698,210100,-78.22,5.193e-05
13.12,0.9252,1.559,108800,-78.88,0.0001206
12.29,0.2318,1.737,311900,-80.64,3.94e-05
12.63,0.2285,1.723,297300,-77.8,4.248e-05
12.74,0.95,1.688,235600,-82.2,5.407e-05
12.64,0.9998,1.69,233000,-83.74,5.425e-05
11.99,0.9385,1.705,242000,-76.22,4.955e-05
10.97,0.9383,1.637,138900,-76.89,7.898e-05
11.03,0.9227,1.555,89500,-73.46,0.0001232
12.18,0.9487,1.506,74180,-74.46,0.0001642
11.42,0.9386,1.638,148400,-74.84,7.695e-05
10.44,0.9576,1.542,76380,-73.59,0.0001367
12.62,0.9465,1.689,231400,-83.08,5.454e-05
11.29,0.9401,1.782,364600,-77.4,3.097e-05
11.86,0.9437,1.544,88970,-74.45,0.0001333
12.18,0.9337,1.747,318300,-79.08,3.827e-05
12.39,0.9437,1.683,219900,-76.34,5.634e-05
11.86,0.9501,1.628,148000,-78.51,8.014e-05
12.3,0.7448,1.631,161700,-77.31,7.607e-05
13.38,0.9885,1.539,96710,-79.1,0.0001384
12.46,0.9418,1.676,212500,-78.44,5.864e-05
11.9,0.8808,1.535,87490,-73.83,0.000136
12.46,0.2307,1.698,246400,-80.62,5.057e-05
12.63,0.9406,1.614,149200,-77.95,8.465e-05
13.01,0.9282,1.578,122000,-78.91,0.0001066
12.44,0.2364,1.59,127500,-75.17,9.757e-05
13.51,0.9487,1.639,186600,-78.73,7.24e-05
12.36,0.2365,1.595,130700,-74.95,9.457e-05
12.58,0.945,1.56,106500,-74.64,0.0001181
12.5,0.9401,1.66,186900,-78.55,6.688e-05
12.7,0.9486,1.559,106000,-75.67,0.0001198
12.39,0.9429,1.569,109600,-73.16,0.000113
12.14,0.6835,1.692,232000,-76.36,5.233e-05
12.54,0.9426,1.567,106200,-74.39,0.0001181
13.43,0.934,1.629,166800,-77.13,8.052e-05
10.2,0.9441,1.624,121700,-73.78,8.381e-05
12.04,0.9391,1.538,87080,-75.63,0.0001383
11.83,0.9409,1.759,340000,-78.13,3.479e-05
10.71,0.9318,1.633,144400,-73.27,7.417e-05
10.79,0.9465,1.491,57850,-72.38,0.0001865
11.46,1,1.557,94560,-77.45,0.0001212
11.88,0.8442,1.643,168000,-78.91,7.071e-05
12.04,0.2125,1.589,120800,-77.76,9.967e-05
10.73,0.9023,1.59,106000,-78.44,0.0001012
13.58,0.1794,1.626,169300,-82.78,8.021e-05
12.49,0.9388,1.663,188700,-77.11,6.619e-05
11.2,0.8462,1.617,136600,-77.9,8.199e-05
11.91,0.9484,1.588,116900,-76.44,0.0001019
10.31,0.9366,1.697,193500,-77.23,5.328e-05
12.48,0.7104,1.697,242800,-82.29,5.14e-05
11.5,0.9366,1.687,204000,-75.78,5.637e-05
11.81,0.9496,1.621,141600,-77.87,8.34e-05
9.84,0.943,1.665,155100,-76.91,6.344e-05
12.29,0.8446,1.579,113100,-80.58,0.0001087
11.55,0.9379,1.55,91260,-72.27,0.0001266
11.89,0.9374,1.778,383100,-77.69,3.104e-05
11.09,0.9487,1.656,163000,-77.79,6.804e-05
10.89,0.9414,1.582,101500,-73.93,0.0001073
10.71,0.9182,1.593,109500,-77.05,9.781e-05
11.99,0.845,1.613,139400,-79.25,8.601e-05
12.81,0.9542,1.49,69450,-78.21,0.0001844
10.6,0.9415,1.567,89270,-75.45,0.0001187
12.65,0.2575,1.618,156100,-78.36,8.104e-05
13.75,0.9507,1.639,188500,-82.54,7.294e-05
11.62,0.9999,1.524,77080,-76.33,0.0001508
11.83,0.9459,1.539,88640,-74.49,0.0001335
11.81,0.8397,1.643,168900,-77.74,6.992e-05
11.48,0.9453,1.665,179700,-76.25,6.388e-05
13.63,0.2051,1.621,166900,-81.09,8.167e-05
13.21,0.9065,1.571,118800,-81.43,0.0001112
11.67,0.9443,1.693,214700,-78.74,5.435e-05
11.13,0.9492,1.654,162700,-77.79,6.841e-05
10.72,0.9459,1.522,70790,-74.05,0.0001514
11.93,0.9366,1.747,306500,-77.12,3.892e-05
11.46,0.9454,1.554,92960,-77.21,0.0001233
11.74,0.9362,1.588,115100,-75.48,0.000102
11.52,0.8479,1.551,92400,-76.88,0.0001247
11.48,0.9434,1.724,262000,-77.04,4.382e-05
11.83,0.9699,1.653,176200,-80.13,6.714e-05
11.22,0.9486,1.621,131200,-78.52,8.552e-05
11.51,0.8479,1.551,92160,-76.94,0.0001249
13.46,0.9435,1.685,244000,-80.04,5.516e-05
11.64,0.9458,1.629,146000,-75.69,7.973e-05
11.83,0.9374,1.534,86760,-73.51,0.0001364
11.79,0.8431,1.721,262500,-81.61,4.491e-05
