ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
108.3,1.025,NA,NA,NA,NA,914000,1.892,80610,0.8827,NA,NA,604,0.7042
79.76,0.9069,NA,NA,NA,NA,2.16E+09,1.505,142900,0.9921,NA,NA,676.6,0.6381
82.09,1.161,NA,NA,NA,NA,798400000,1.048,8476,1.729,NA,NA,1136,0.5866
82.73,1.064,NA,NA,NA,NA,17640000,1.575,105800000,1.796,NA,NA,1021,0.5843
87.9,0.9268,NA,NA,NA,NA,17300,1.732,52740,0.8612,NA,NA,1129,0.5692
66.84,1.134,NA,NA,NA,NA,6999000,0.9311,3922,1.608,NA,NA,1111,0.5783
81.05,1.074,NA,NA,NA,NA,24520,1.284,179800,1.77,NA,NA,1280,0.5493
74.45,1.635,NA,NA,NA,NA,7652,1.742,164700,1.341,NA,NA,1361,0.521
81.39,1.043,NA,NA,NA,NA,4764,1.287,1079000,0.6666,NA,NA,1619,0.5324
64.44,1.394,NA,NA,NA,NA,545100000,0.9097,215900000,1.904,NA,NA,1337,0.553
76.91,0.9575,NA,NA,NA,NA,16670,1.34,979000,0.9261,NA,NA,1163,0.5462
89.62,1.346,NA,NA,NA,NA,1.04E+09,1.147,39140,1.602,NA,NA,828.5,0.67
67.83,1.213,NA,NA,NA,NA,2.83E+09,0.9074,24580,1.463,NA,NA,642.7,0.6741
69.37,1.29,NA,NA,NA,NA,198800000,1.262,451600,1.911,NA,NA,1100,0.5816
74.86,0.9847,NA,NA,NA,NA,1338,1.575,262600000,0.5773,NA,NA,781.1,0.6723
102.3,0.9716,NA,NA,NA,NA,395700000,1.14,219300,1.754,NA,NA,708.7,0.6868
103.1,1.059,NA,NA,NA,NA,2371,1.658,38110,0.8677,NA,NA,1203,0.5293
77.02,1.443,NA,NA,NA,NA,920300,0.8621,618600000,0.5758,NA,NA,1305,0.5309
78.63,1.022,NA,NA,NA,NA,58840000,0.6883,6.35E+09,1.436,NA,NA,671.2,0.6814
91.77,1.194,NA,NA,NA,NA,45230,0.9645,4268,1.141,NA,NA,1162,0.5876
83.3,1.163,NA,NA,NA,NA,162600000,1.432,2962,1.933,NA,NA,811.9,0.6615
90.41,0.9999,NA,NA,NA,NA,47000,1.848,199700,1.64,NA,NA,932.8,0.5983
80.61,1.367,NA,NA,NA,NA,680700000,0.8787,697500,1.117,NA,NA,1125,0.5778
62.59,1.437,NA,NA,NA,NA,190700,1.448,60340,1.654,NA,NA,920.9,0.574
74.25,1.156,NA,NA,NA,NA,31250000,1.583,5133000,1.543,NA,NA,946.1,0.5687
145.3,0.6583,NA,NA,NA,NA,137100000,0.8921,1892,1.36,NA,NA,694.6,0.6775
83.29,0.8429,NA,NA,NA,NA,151400,1.546,71420,1.508,NA,NA,681.1,0.7763
72.1,0.9103,NA,NA,NA,NA,5646,1.818,76310000,1.013,NA,NA,417.9,0.8022
115.5,0.8961,NA,NA,NA,NA,50370000,1.051,26060,0.7656,NA,NA,418.8,0.9046
