Kmax,Ku,n,halfmax,Vhalf,slope
115800,0.001843,0.8576,23360000,-1,0.004957
1.411,2.188e-05,1.99,16620,-158,8.49e-05
6.006,7.316e-05,0.935,1395,-1,0.004305
7969,0.0001271,1.308,22300000,-1,0.0003574
1.655,1.451e-05,2,7464,-139.9,0.0002217
1.796,1.386e-05,2,10190,-128,0.0001763
1.531,1.99e-05,1.475,1348,-178,0.001136
1.192,0.0001518,1.714,8974,-1,0.0001328
1.643,2.133e-05,1.944,15060,-145.2,0.0001091
1.693,1.862e-05,2,20170,-110.9,8.394e-05
2.352,1.035e-05,2,39330,-172,5.98e-05
1.327,3.363e-05,1.148,236,-155,0.005623
1.473,2.054e-05,2,8301,-128.9,0.0001774
3.013,3.009e-05,0.7404,153,-158.1,0.01969
2.434,3.217e-05,0.8604,224.9,-149.7,0.01082
1.213,2.051e-05,2,3511,-160.9,0.0003455
2.258,8.662e-06,2,13080,-125.9,0.0001726
1.252,0.000212,1.424,1901,-1,0.0006586
0.8943,3.662e-05,2,7408,-2.004,0.0001207
2.12,1.246e-05,1.843,11720,-144.4,0.0001809
1.34,2.08e-05,2,9797,-142.1,0.0001368
17230,0.0001279,0.9565,5890000,-1,0.002925
1.48,1.245e-05,2,4226,-145.7,0.0003502
1.482,7.007e-05,0.9891,240.3,-51.07,0.006167
4228,2.048e-05,0.7773,308700,-175.4,0.0137
1.367,2.051e-05,2,8796,-150.9,0.0001554
2.921,2.05e-05,0.7513,115.6,-157.3,0.02527
1.253,6.31e-05,1.193,424,-64.89,0.002955
